Account,Token Account,Quantity,Percentage
pSwTTFE92RsRtvMCpb3mjruv5ww2KgBNVPscwdWwbxk,FQwNL1RsGvTrZV6vWRRUjQEkT2nRukd6VNagjpS2WZpa,36.040755636,0.00
8eT3ooQjp8bY1a3j1bYTttJWhCtXtQcFcZ9eKGGfn5DB,AjVctf99T82iQ3FmV8fdqGJACS7N4JGzhTewa9qsvqNU,23.579238448,0.00
EzA4kTAXD9ieLnMC2NQEGRyB2qpJ82TdcFNkm4q97f84,Efd8F4TWfsRFC2oTjgkvzT4r29SvVj4DC6WSzENTom65,16.927467526,0.00
A3Gfk5oL7fAME587NimS6DWShUs6ctfsHzGxpg6gPp47,tBsCuXheJfodorCzVLJUT5evnGinVvAAE5dQCjDXoBt,14.021118413,0.00
HWPN62TPHtH4umHPX2yNYZcfsS1HnuJVgQbBS1miqibu,AGDix82p7zu7MpgHRey3Bpu6nCMkq9doC3JwTHqr23vs,13.956899592,0.00
6b7ib1NXbywKkjqtMufNUuGcy8t1zmnRNPeLa8gjBKNo,C41ZissvGEfJCZrWG6AfgPMLKJWSfNunYfLa9XULANjk,10.225345526,0.00
7zujqoQsFic14ncDYhBSVGvDnqc94rE49c1ZJCHvAtiW,DyooyehgxPNFRKQnpyFSpG5jTZ45m9K9PJroUFR6WeWc,8.89423826,0.00
9ccXN1LP5J1ewJgdnd3EPXEHbprdvxVYEkDCS8W5EJMH,CDa4Tc9DmXg7aLbULCK574p1XkQ3UYRN7cKJDfxZEimT,7.319938883,0.00
FVEQkxAjsXBaX2jUqXxhd6ESGrxLSnLESbemRNpHWMmW,9J1Yxo6szj8imBQPrA1CKJMFJEMjuNDpD9SwMtTmXdnw,6.779148071,0.00
DFDjLXZCkkQzDmZHr2CLrkX1pmgpUs18gEakJDxz5VYV,5oZ1wjHVYpJ4E1EyV7iqAPneBcBtdEPzk5uKtxUUFkws,6.46363763,0.00
C8c939DTQWTUdyts8ZAy1nRTxV1X4aRZRVK1R9N6uiW2,BcWuW4Ltws3aWKy9tnrLfvZ6MSc3QjNDEYbnnGY5mzAz,3.918570508,0.00
5i2tsNaZrAdYvGYNXeKNtxAo76RbUj1W1swQo6KEtvzL,jWyKAKLjXKD8y15DVo316kHovsD44UBTWH8xcJfffz2,3.554273057,0.00
43mWEyLe7TTn8U6yX15YP4hgrU38HfxBWNFegByMQwUd,5WBM5psDgYeMVLdfRDf86Lh481p3woVUc9F3qmwE2UcJ,3.457185714,0.00
GpZ4JvEJJnRqbCkYtYXMWKbFHZisCd99RayXCjDcsWwQ,23RDu6mobu9r4p5ucp4Wkxq2gFHPWMs66qJatPYNKY6P,2.483236454,0.00
2y1MT1pAJK1GBFZvR3kkx3dGSi9M6XKhMn63ExZjb5oY,AodZgBbeCXSKwrhWKNyRWwv7ekDQD1E7ZWy4scWBXsPy,2.120333404,0.00
92cnaUAhkZmch9KAomsTVho8AXV9t3TRpzztCyAvaZsR,2v7zNTwZC8MNnPyiFVezKZaFgqrQLBjKufySdeNA8rPy,2.097853836,0.00
8pkGkoVBoDyhothcKesivKkcQE4F1R3vaUcHSKwdHi7t,HX9FFMcT4ao2BS6knj2Ay8jk1ZFmMJ22yYVcmLZzGMdW,1.479419939,0.00
GgU98e21sZ4r7KaRaN7L2NYZNrPNZexKqo7rc3QMk22k,4FDvGwCPfb5rrFzF2iDBcfmziMWNdK783tTeq5jUMh8x,1.228794598,0.00
3xRTLE7jxwqzprpCXj2vqoLScetYEPTouQkJyXA4deFS,CornxXy7dSHupBU8iJPcnaQxygpwroC41uLEPGLLiwDF,0.993341776,0.00
HFopnkFXowXLXAuzp6iXkuEJJtHWskXEwpmvSzrVmHPE,2GuKVJr1zAgEm6S9naZiuWNvoNyaY811LBfh11AzUSXZ,0.642405131,0.00
JtUPCXKUkqhKnM4uVnFnQxHt5ohv9qs93twFr1GVRgf,8FtaSC5EHUwPgwbj9r1qUSrEDt696vGKGgS53ruuTd4K,0.618352284,0.00
Ea2TgSKvVQ3nSadFuGaaXrMimt3iKaK2SVKZV75uqcVT,LNY7JqDkj3WRnG8Q1twr7xR8EUDe355pFZx6sdLQS6Y,0.589324491,0.00
2XrrqZSK5ugUX8VcKQAs4A7Qo4XhM18tn9wYqW9ovT5Q,rMzEXvEWzq137oXL5TPdW3nvYXJtoVG6eNX7sGM6FGK,0.569016963,0.00
3MLp6EqfGACtuUtDy4ZLY45fwSyCQWqkf62BBLhYMpXG,H4R58AVYJFSdxMY5BSZrXnz7nuRh2oRJpHPv3Fthj6Dr,0.485148503,0.00
Ea7MnHck64j2zGbX9CXgaDNPdVJfQLzwCKuPXmboV3mq,7WdZ1cu5BmruP9tWEfP3qmPEFoZWNUU17JXwmEY4kMoU,0.438432217,0.00
AbwhXp8X1xvo1EojGQGyK8UZ5wnfVbPGtv1qYNokj1Tu,CZPc8uSEV7wW7BtLZ4dmedpimBd2FA9uQ62YDaAg9knZ,0.232975739,0.00
3b3zfYBQ61sEicY4bhQMKUvRo9bAxPYAz32uyAP9Cj9u,PaEe7np45SXyyxGy6LS1HEtmQsxNFTdjxaaUhMnZMpd,0.212191634,0.00
7pZPSWX8MN5LienrSBzfViuCiP2fFKkW7ScuXxjjNgU9,FKk3geFF8BKCsfUpVXgTzhWK6ir7g7KrrM27EsV2Tebi,0.099708765,0.00
E6MJyPQPPCNK96WFMYQAErUjmxpmSUZaRvsk3osV9Gv7,CZ7gvzzqg6T21MnUC5NoHABiTNd1LdEAhYxXfbGNJ7r6,0.047531883,0.00
AhYWWBuSKjEndAZz6Luoxy8xVEWuLTGMMC5gQY29RkVY,76umxNxezc52zQKsnhHyiPXc6hECnXiKaAWtLNRubnhQ,0.007223755,0.00
7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu,DzWDFvqke627kz7LzJ7ch31HYE6yDiXN3X5eVp22JdeK,0.005524361,0.00
2XmyP353oEeHUG1TwCWZL1jSDBGEKLzMM6JQ6DL8qt2H,AqgmiKbQucrPhKVLdv3xGpdbP5aP7iZd67Wj4ujKrzMV,0.00472982,0.00
Bk34RrhPmYx6F4gqABDRhHt1UXBfQMcPYSSjFg7RrC25,GwQeA9Jxc317vCTxSFy8ANa5krPvg9EqHVNyYnHZBDqx,0.004308137,0.00
BimrRwdADMP8LJNAhyDmS3m1Z2F9v1NHvUGBuDVJ4TQ8,CMqt5z4NnsSo5CnZiGjLbCwCFtbRXtiXsSHGSQJvjF3A,0.002744917,0.00
GQEZDiygN1Ric4po2zCSs42kfr6SeBL6Pz1G4DENVWyA,EWNpLzXjPyuSoQee8tUqyqszh2j9CUFtqfwMsDayPZRs,0.0017732,0.00
C7krrFmJALDRW6PuXYPpmn76pUzyrFuECiFZMRuGi7RP,DhpBTDeagavoNcNYY4MiWU1PNZh17ZbVpZ4ChL2QCCVz,0.001499312,0.00
5BhcAe6RdQ4pKLmAsAbbkmkBYgW2yKNGA2okfUFURCHC,3LmFEZKFbRvsbhmZGdhGVoXzYu8fSyyZfDxNt8h2Lupp,0.000089005,0.00
3PGfC7dDMRksBdxfwS6pEoP3DRq4RGhxgLLAdioPZhVA,12WMGZvS9GjxqugZoiGkGZ5VQVs7R8k6QQtpW9qLPzfP,0.000076687,0.00
E4R8AJuES8AAajfsfp66xh5EgtyBSqzYqQiuy5FYebDR,5oftgfgoLhbtEyCzJadkEBQsUbuJP9PqATgEeaJzxxHp,0.000065609,0.00
7fZXsUJDDemx1VhmHm9Cnp3Y977wweTRbkrvGdKGfqz5,DgxWB9zqDEthHkW6yg86UP2oQJoP48cFgPwoX4mrWoGi,0.000061883,0.00
3nG9zBc6fTne3j9kkS1CB5quyt25CS29GEjvMGNKmDSz,4MTd1VWomieFkKntPeEVpEWiNvcQnnHTjDy84NVUPtC8,0.000053812,0.00
3WxUfKAxPdDbp921qzHoQ7MDDZRw44qCbpy7NLeh3p1a,GCwg7xg2V7UYVtHwSUmPweEMJfsvDvEyAwPsbirPLgrD,0.000050381,0.00
C7kdbncbVrbuzVWeKQPdJTVFSnK5eAqZE4Y96HYynicg,3bKeqrgRRxifAqnZodDLfZuzbqDz6Ps84p3xtysGw6xB,0.000042469,0.00
FxGRa4GRfnEpmSvGmgGNVePzjyTngurRFYh8NYDGkuxK,45FkRL6WArFAdLPezv327R2w5vjXvJCCUVjGinFMhBZ9,0.000041446,0.00
HB85An5mo7rSUb5KyLCLf2TYNqQKD6k2cWPN52SN856J,oTnSe2akRQgXsev2iYCDrXVvnm1LGwH6euxu8JESJNk,0.000022273,0.00
AH2KQpKrtrtQ4GMqhnW5wSqtNeC3kV53sVyAPVgEjPn3,YC4wX48UaFwTsvEXfcK2Xr29DmQZhctqJV8wFJaGsLt,0.000012794,0.00
6DxXj3LLuMwHnmACu9Dq5mcbNjTtSxHm5Vq1V7B5vHPa,7CoAXmmvtfKRbyzHqEVy74k4YK2bvXe3sr2BLovEqLjJ,0.000011947,0.00
2jjW6sk46YHKWL1QMTqnZ3Qv86d1gUHF9mPwKA1Cu2Gd,Bbs58VZF35e67pQYWQ7gLhfasdpA25vLPmnqktNu6wSK,0.000011917,0.00
6ZpbtdHUUowRqXyzwnpMT92Yzh1PD36diBCQk1k4NL6z,5adzJ9rkHtB4iRCmjafPbYfrcaEAvBR2tqCuNA7Es7em,0.000007465,0.00
CLduyGjUnRDCnwt775GimfR8UU2Qz3PWkqKYbSBEp4Q,HDVejD1HYkN4ayz6nAjZ8Gshea2MmkVzFeRRL8bj4YPR,0.000006579,0.00
DQqpC6QjcB9DvU9k9vpazumNaJHx5nceJEhznTEDBsBy,DYmpsnCRw7Cc6kujoSoz3HEA8WifD1rLNKCwk8aeJVyC,2.95e-7,0.00
C6cM8sDMMUb3Cw4cSeKBrBRDBAuTWtpNrjaJKd5UwBCd,H8H6N7dKr4PEHxsAwJqb4kwiZwyaiTisf8er3hCwpqWB,2.94e-7,0.00
DSg8Nc14BEKuK7o81w7JJG5QkDv3HcHwVsDLmJbqT8r8,EsiANFDyeqgF3byEJcCqixJMpUBbmxUcKhaws4VQvtkt,2.91e-7,0.00
EkHAahWr9ZCc6ZbyAuvonitNhy5i15suJcyx7vqMeiUX,BBVHZ2q7L3Wzrs1zQxCZh2ci5xyvmVTfgXEcoHk3Kf21,2.88e-7,0.00
AuNN7wfsw8joNy41KdtYi7SvoQWR44PVz23Uy1M26eAo,9vDRmSx3Va8WEtCSGETJQbrrBcGuEPvkQE9P5cYGLy36,2.87e-7,0.00
5hikk84KyTcCxZG11Rejs39ZgEv4Q9eCzitMGHnWmD6X,GZKzrUjXNsA6diHgrJfRvhiceJSirwgD7QdSEowzaaPi,2.85e-7,0.00
72ZqhDe5yvw28p8vwd3vXG7UaHy3xRnAEVtSYXJ7Ztfi,CAcffLNfTWHeMPA5ZoNB6eW5XaLU7f1Byuw6qXaYRC7C,2.82e-7,0.00
Bgk1EcweyxFaihfq8zhC6ABJWtVSy5c1NbbAFr3dQotp,8A1d45ETEHGLMUNonsFWeed56Y2EvBBTcKbfbNhhCs6S,2.79e-7,0.00
Wug4Zp4rp6xBxGZUryGmgPYULzikpJmkMmVGWESQxvV,CrJX25JZJSfbUeKvG6rnC3ch1SoWxsvx44ycGCtEt8Zb,2.72e-7,0.00
BWo7sV8PArsAUsnQLFmhCfNVmThpXtUMuVNWopJrQ4jv,E22EGhyrSAkrs4i6WccPDYbik4gH3p6EFmxBi5feeKzB,2.69e-7,0.00
6WF4ncxNZvdT7Pukt6MoZyye1heCybYfbuKtuh7ZrHPG,LTVXCDHErWzAQ2GY1gmJt1GpE4v7YuWEJWXtMJpBant,2.68e-7,0.00
2mxESrpFKvNBWgaDfL8TgK4UBFuA3WnHi1hy6DXoWZza,Aj3eHQWrGHgQLHjbhaA1yCY86oNzdqnyJL8dY2MGiTu1,2.61e-7,0.00
7ese5Q6zsvjwgGW5WQTMtQzL4CXHVXv9PwwX9Kb5j7nd,2GF32aZNPZTia77SUJtrWkZgAM2m1yKSvrCkhAQeQGtq,2.51e-7,0.00
3dhwnLM1M8KEXcuBKbPS79KLzymmHXSJJ7geb3JyuAUD,CeGVYwspv9YUFi7st5w5FqyJpGxD1n9x9t834ujUT5yf,2.51e-7,0.00
9j3LAgeQTHpAAe246UbcdqoFoek4XVru4xXX1i8uuYFF,DC9J1bBoKURnuUc6CA5hxTU6fj7rqTVJ3pNtBqysPFCj,2.47e-7,0.00
DSh1UzuEMfRFGYoPtXhnqh92uhQJqgDtd4Fyj7NJgFz5,62REiSWCSgJQ7ru9ZjBTuhsZcw7SM5g9DbJJF4imCgNo,2.47e-7,0.00
HVqfCkVGaEDJBx1pnUocb3Mi9BrVpnkVxTt4GnuQhnDe,CHqt141uwwjazk96LeUz2p4tePnk6K3WJYMTYUjyXGS1,2.43e-7,0.00
JCMQADfz1X82J2kr6maiihAWxy1gohqg8wCYTjqmzyn2,5jiKZHpZPr5kv9vMAs6xbhxM3isdwBxefRCU4x9hQSQy,2.41e-7,0.00
5eiCJJBvkyV8oqxXndDJMYYtV2y7PSrXCZU2S3fAYPSY,BARWWG1YwtwSAx4mmmRMN5uA6PChM1X5UfHDFNZNSogf,2.38e-7,0.00
ATgQANMcrx8XtGFaDcgwC7o8i8trMsatM9S4UfZAkhqu,33dWjF62KxAYvBYc5ZHoZzPhLGN1wCrfmvKH6Q1YeSod,2.37e-7,0.00
BRMgN9GFUrEKp3xp2VXW8AVKhcr869u2WyLF6awqWMCY,D1VU84XkHZK27PxFYcNQwtjiwR6m5aUq2kRuGKBbaSZH,2.36e-7,0.00
DYvZwhM4GRu7zS2BohHPjcWECjni88wj8t6jFxWtNVBD,5v7zoUv6dXtnqGwxwPL25XDKtr4eEqJidA8CNDGa55GM,2.31e-7,0.00
7tz128rQMakpwYqqDBomaBGRU7L8QAPUHPoUUsNDKHfw,D24VshNP3eJdDjHhiW7EHFpJaDby8wRhp9m1Mdqar1yr,2.27e-7,0.00
H7vxmfdATQGfBJRdBmkUbLzBMmyERcFLKSouidqaVZgM,CYxPhM5RECXwD4gtV1XyvJgRqFn7ZsEHfepMhPmEar6r,2.26e-7,0.00
3ef43ZzckGobyhBVYNybdWdYNZCq8gC3U9LR1AojhBZs,4FeBoSidyvQcP59cwxgUu6qHoexkKPUzwJaXsbBijHem,2.17e-7,0.00
DPeS511HMTc9Npp38MPC2D4ZgMhJXmHZPwjTNd8YuwoP,EEamh77kCLsLjmX23Xt4SY82bSTxu8YNng2ihqN6vdYg,2.17e-7,0.00
CGMuPhDRSnj4hiMK1dLqrMihjgtMs5Af6xFw1gYwwZh,CD8KD4iA7kPfL5thqKzwYzDHPk2yibESLGgDXcU8xDvz,2.08e-7,0.00
7gmCLY6qz6ZGZRqFEpub32AazJDGiQhnWuoyEEQLKLna,Bw3G48ZNSAZd5UwLsBw7VwWQQzb7tFpW4mxThEQa8psE,2.06e-7,0.00
HDSZGuPSvQbpwRi3FvMFhu1LudBk88FU6CA6E98t7TwU,DLcLEbRyaQLxSd9ULV3h2TTYGBADs6dQh9ZiN3CNGhuF,2.04e-7,0.00
32eYJ3im1Nw8ym7wXPx694raiNbKCV3qS7cuyr5zETwx,2oNxcYQ1yeU4i4oFs6cMfWX57XWmPUg3uPmLR9hbWJ8c,2.02e-7,0.00
3n8PxA5CNnPfrGsPeTAw2Bdz6NY5M9LTvHN1NvmUvgyK,MhUXXkGdBbvn9rXdGVYADUqHC44dek7NumQyGYhtmuv,1.99e-7,0.00
5knwDi121h5GmBd9xXSXzrJyooiCCrJM9jAuVqKb8Q9c,6vLBqFi2q5Dv7zPTzMuVmBhvTm98vSBsu845CoNfTxMi,1.95e-7,0.00
6vFYeb7Ju19xhJLdj4ZGMTowdTxHctLjoo8YVqB4AKqR,6HXfnrcfYhURLrbhsfoJAYfg6iMNvrXDxjw7nemjh985,1.91e-7,0.00
GNE8H3RwPE9Wbmx4AuV1Mzp74zNbspGUKR5u5aJovuwX,EXhDz9nSs5ZduWYwu9TytkhqTNrWYp8SYxWyicePAki9,1.89e-7,0.00
3jumfLHsSXUWQoF9uEXYcjWL3Egmt2B59WjSwrPp4AiT,A6xo81ZbvcPC5t1ndmkvABiu3vTU68aXP47HrSm9ZkMo,1.82e-7,0.00
ZUCAZgnxCZAsVsytuxBsx9DAAhqAv43LwKDPV5Z9Bkd,HjgMuBG7KePwspnYEzNL9v4ZuftCn6sWZp699CQBBZKA,1.8e-7,0.00
23km8pGNrgTD4jtWmYxKCdAAq8YJ7jsky7jzFUELiuGW,2zjazs5eHzfXfc539zLyirP1AQDvjVj3AeNyyXgCKtdQ,1.8e-7,0.00
2q5vt8hSCqig38Lf8Y2dHPb7FssaJhoYHPJ252sbn1mD,3V7UgoadstgL8jD9CkyHkYm7ziJpUVffERkb1qwXYsJZ,1.79e-7,0.00
enYe2HFqu7P4iy7SFNbjgyjbCdcm1Lua5aMdJMiTCBL,C5ocpUVsnXmRSPYNZfYdNnQQwMnV1pEFVDm3zLFgBoDi,1.77e-7,0.00
FokAkUXNC95phEYEXuuS9y216QvE7M3A97jxCxakThWd,DsVji7rNnEnnhWwHAiA49Dm2Mv87YcxSwemB3hRDU2vj,1.77e-7,0.00
GZcPppm9UuB39MjXx9WZNpiCHSoVWfk5rbL7cz5WSwtS,3akfHMgHEuBFva7pjXTA2TasPQKy5FU8ZsYDoCydU1hR,1.67e-7,0.00
5YotTsAubMMfrufdZLvXb29FbWsuFEkVeEmS1Q3MBGLa,7iTXuWgmuE5Atqu3m62R3W8iokn482ipQxmcEoX1niaw,1.64e-7,0.00
8j2D44uSjAa3DiUGXrTcaa6HPgz4c1zSbhK293DXH2XQ,8bUt3QPUQstffFU287BxV1u58E5k4JDgtUGkLqYtnUAW,1.63e-7,0.00
3USgKGPg1ybc3VuAof1XpJRj3oCT7z2BUnwCvRtBNE1H,7TcqSiimgPBnQ5iSEWDPLd8BcSfj9omPcU3nZ66CXfxm,1.62e-7,0.00
Ask18Wg3VdCK4GQ4EW1ZZXCEd8S2zjy8qpH1EQoqzrzq,DC1D3Y3rZaW1airW5d8GbrytyfA8YfQ9kH7izcgXVzMr,1.61e-7,0.00
EcHwgCygsnFmefp4eQgtXiUzsfjeusRdVcCaqZQwPSCV,HdDsTuztTfjPzjondDRTQVn7yN9otjCFk5Zj5dgWnBK5,1.6e-7,0.00
9e1mmDLAd9LhJaecVTuPNHm4cyo1dZUAgwpPVJ3o6buB,BJRGu8xTzHTjjH1u93Uqq2nornYoWuiNx6mSUXwsaTqu,1.57e-7,0.00
vDUzVk2ooY75GLxD3HXKQsvyurzBrz5wXmwfik3o8L1,AQvKKdanDybJLVTdJDt4Y6cehNLP4rC8nDr8nDBUh5Vm,1.56e-7,0.00
C4UMcfM31hQHvgnt1asBLA5AeRH6ToWARsTVG8Qko81k,8djLRgZdvoVnnAabP5zedViN7szVwSvfkzMaxrQFnef4,1.55e-7,0.00
E6XewHAtioJu3fBkLrCv6vigDM9BzK421Hfo1a3woZwX,6UuAY4D6fGVeZixJiDC9erumperXaYQk7nj9LnYCrVB5,1.49e-7,0.00
CXwsF7xxwmkJwgp171pbA3FG6uvX9w2wr2Dzdg9KFYsM,5tvM5cEbeScYA9XJT8amPsxSyxGxQA2RJrivU7nhZ15N,1.44e-7,0.00
kepAeiegoNoEHBZoi1nadUaN313vx2DeBYHqJXo2e7i,HCUwrUyFZ6LQYf97WaR9aC4yPuGg15kRGWx81HbKcfFH,1.39e-7,0.00
9FM44CjyeVa2KQBT1AHnhk9kqJ4FgmtPU17DDoUcH7P8,BF99bx81x82f3Qd5fUHQtFmEPgMgp3zFRuygQ45vConh,1.37e-7,0.00
CV5HJntpp3nRmq1Z7qUvoUsRwCw2Ar25idydEgUrNoFD,Ej1LJvK8r9xExgxcsWRe4FT4j4xLEEQfogqRxL5oj9vh,1.36e-7,0.00
72MrW3JkzWgWy2NkBVGm9EEbWBvEfzZRrwm77JFE19uh,5VuLZMuhm7hJgpBwXhanKt7tkPX6AWcJe9L5CCRoiL2p,1.33e-7,0.00
9K2L1H6Y72bHyJgduHRdeQZWEy7QctZeeiLhrnpuSoYH,J8HZSyyQ169xhnDNKnPWgzkLYE4hMqDQbz6qRxqN2Gxc,1.32e-7,0.00
8r3XSZDoYtLJgEgy7WWeUffmzVM4keeNSNjVzA1cqQju,BfABG1fsWQok7ikWG6YmEp6RjMyKUMeyZd1ZJ99ApJuH,1.32e-7,0.00
BjibQ5hFqWKRtiHKHQn4fLXsDobo54NhhLSPtBJHdbQn,6CYKcRnaQSuAVvTqBngiLkfXFHU7D7RhSrKiS9Wzvff8,1.31e-7,0.00
Czzfxtkk2vsKddojpP2zJyzvbJ7DENQWqYBhaAZFYqxL,GJ5QjSbLpaunMyALTiJqyGorK2NTycYURgAYwZQRSHe,1.24e-7,0.00
EHqsnEVyeX7eQ8ToWdiPEiRtnZorAWb4NY7wgKbAGzL2,6dzYFbsuUWuMBoUT3Y5KoFrELjvpPBpNiJ7yKVK3SHve,1.24e-7,0.00
8DV8yfz8fBEPcAXGnaTWyJwrLat9kyEXw39WQfidV72b,2L44WmgjQrgRrkEymRarPfSagfV4ms3WQe1ZRCkaakux,1.22e-7,0.00
G6EJNnupj4mTFTq7APz2AsTZfUpc2VSocXFD4sxG5egy,AYnkDhqkkUktKAsuWTVSh2iesUfLMP7piuDXoydEotYx,1.21e-7,0.00
Bf5RyTmathAQX9NSXt2q6qyyFdSgzRmuuv5opfqYpLz1,2xgfLfnzQUAxaSdEcXT2SvFixzxAUJGccDW6o9WPfGWU,1.2e-7,0.00
Fef1qovYYYvCmZdQZvGeJiKFnJKV8LpWCqxCpdAjMn3x,7p4VbMZvRybDSwDt5NZgEcFVk9ARuX9Jgbp9UhrnRpCw,1.12e-7,0.00
J14NLNLza3LRF21uWaEH42LezYxQ9NXuHxaqggUdteZB,4oUp3SE9hztaX1PZP2Ypyw662HKvu32eoV5BVr8saKM7,1.12e-7,0.00
hVcmLRt9Mu8BmHg3iK4WJU1K8N18yYuxCVVHsv2xiHd,4gWfYovvF2Ro3trVQMqdSAPNVvsE539CM7iks8BPcBUJ,1.09e-7,0.00
EcpyRTH8zPk9mRh49oH1JB58JKxpubqQoUCHmoZR26Hk,47AxsQtQbUdGFDy5SnEYDSzUKasYY6apjZoMCLUoBibt,1.05e-7,0.00
8tXumdrMpEGxyDj293fXvhkMEXjL1sJt4T983wcvccp8,BSPaAPNeFKAAK2EGupUQ4bQZi6PaEBcWaj5HzPRxniR1,1.04e-7,0.00
CjGKFP39FNYi2rbfWMMZg3CErmC2abgsYfLBDa2xrsVn,82GhCoCZe9bvwYNMPo8aMiwiBwteTCBAN4mwvsRBkT3,1.04e-7,0.00
GS6ZYMoXhgpgYMTUHxLr6MW6hMx5hvwDkrj6cPFi6sGW,Ds3vZ2WY6TftCLzSju5fPbr34CFDXp1C2otdf6AxY95T,1.03e-7,0.00
85eKuuQG8sQTtES5pLoNfGqq8MAKJJFWAi9x8XMmtY7a,4TLnwUj6DGx3XjszxPfHebSeyNB8dwooSdwyJt9VcyFV,1e-7,0.00
HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,RK4uQxqgvh5gUqfQf4MBjXoAuQVgb1eiMuFJq1UpVDo,9.5e-8,0.00
BVorhoe7QeDkkuGzjQLcumZXW423t4txkFfQNB3oPAE5,DbNB5c1JVxbXUkgrS4L6niVjH3h8SrHH3i5JguwsQi7H,6e-8,0.00
GyxQ7vxw3f7gvddcmh7zAfyJCJwvfQnyowfSL357EsMh,EXawhXbYbKEnZH4a41YgEwreD5Frh7P7Dmn87X78kQpM,9e-9,0.00
2siwrhcJ3oBqwgwsJEZbKYSHmKm1KVADCjYSXnaWVeiU,GPEe5QuwGnYbhKk2qJ1pfJR2MbgrhMiMTWqVA5fGQh3p,9e-9,0.00
Aq4DuUDqzBWZxJ7r9L7Tbw1bkrcwrUdea2oWEqcWJThe,7BeoL7d6pJgPpArSAbaJHv2Vq7Pn5L9GrqN6cE7GwZTt,9e-9,0.00
7kTg2E92y1mEX91vmkDqFqvK6jsgSZ3oY1zFXhh14btD,5D9j2o3u7Xs8Uq4WD4QBtjcT5inBK86ETX9uqA6Lc77,8e-9,0.00
HnbeLCUQGb16VnLNgBvS8ESRQdcXyq6cvjZYv2RzzcVu,DwcVwKzYC87edZ5WnaZA9N61jXU1z1dxvSe256QnB7xB,7e-9,0.00
3X1Bemr9T1KM4j3W7NTXwwrvtjMqqw4LtTSvhtXizfq3,2Kv9eBxtp18pPAQ4FdC2D3ecKgQE2Ysr1t3JmMYtDCvU,6e-9,0.00
4FPoBtcHjXFWqPu9Fs8FVXKKFiqnrV99PfMHsWaPoY4m,J2PnfwUXVy9FcCuyTwK95vocuy3DgRrMZvpnXCUSuyNC,5e-9,0.00
ywHYXEbfeKuQKPpCcz9nnXt3z9J2hKXd3xTqmCVrPbn,3wDCXSDCc46jHoBmLHd28BaDQG6McsJDRAuKj2AGd24h,4e-9,0.00
6ZH8npeMo4qfEvByb5hxwcRJp8F6Z7FNsu2DFz6Ax2vf,FnqWy2M4zAJExi2GmUzbgqFTPfkyi3vD9V4S6gCn4D6t,3e-9,0.00
Av1AhuAcm6GhfTx9tHmaQnE6wcE2tzUWRQHdNifubfsr,HBrHwdxAoXpiwGVM9ZwXZGfpP9oWEGV6JSpYvK4s8L7E,3e-9,0.00
6L6foh9N7a3vuw4TxzdyfbD9X7aEGyAvbUKNxLYNPw5K,AS9xy9BJM7aDcYaio66kXjBqkpBAj8fxk7Pk35hF4AMP,2e-9,0.00
8C33mRoeLW6iPvWEj36HGjHNowJJZ3FzYAUis2XuwcCN,DT9yLxgbddLqf9Q4V4DJ5wNHZ6PANko4jdnfYb8iv5iE,2e-9,0.00
GxAhBqWfkRw5bqWwuAH9ssrwFwt3GjRuyLQWW6DGDU8A,Ea5YF5bWJWBL9iS6X3qfoMvW3nYTobUs5p8RBti8uPGd,2e-9,0.00
DqfyZoNW3hJjfED9VJm81n9JChiiTeh7xc6kWWFpfvfm,7KLMsVN3zGxbsYLFvdGLFCGBbz5u6zvntzQwLVuoNLJg,1e-9,0.00
7wyjkVq8w8W6q17Br22Y5cPrwC997GeD86ipu4bCmEFo,DFC9nS7khUJpAuYqDkfFGGpAHmuGWBBXGdb8zjSSjhtT,1e-9,0.00
62b6edyWhUcbPH38yxfkZ6JVAofdjCgT6BCJ1NaL8Yyr,EdALqh6m9hzJW2rPMUfyVfHuwFD2ugudGD728wZ3njg6,1e-9,0.00
CDcNPPgncZaAmhzvYZAuQtjAt51Lb3E97o61APy4s6Xz,BEazCtoBe8ubUERUYhCPD3nPc9pJhzi4fAb8YiG92mcX,1e-9,0.00
fsKbZwRkMdU61br6QvqqYXnpgduujHPzTm8gbjBF9r9,3Y71rX6QPtnAVim1JLf1Z5tDUx8LP6jzUPXgqexgVYou,1e-9,0.00
BzvwJYWGv1SFybLLvRs8bEWueZtBZ6UfVwEpWLj3KwpY,2GAM6BppZdU1E6sD3Abv7tTuiMVZEanfg6UxsxukqCKK,1e-9,0.00
EmpNCG3bnv2akkgqwtz3RZaAqot3Zq5my5aQjz9MgiPG,3KPRxLLoFFmGJJXCy9JCzJwfPYLSnnno5y5bEpnVj5k6,1e-9,0.00
FXwMGyhiveg9q9FVhT59RRDdR6daRrrNMEFmRSRFimqM,f3wpyPx3dnyovtpgFVTfEq6FiBUBFFVMoiYj4TkcK6i,1e-9,0.00
41tH5TzTjN1wJNGLVKAsiSFdxwjRVod5o33BNjMno85Q,8MuMbdMFyxV9WmcWcXxPB4xgTQ47qLbUqjEDRcCN7QTM,1e-9,0.00
2jtjNiH6scLFHTGr2Puevvs6RcWGnLEybzq1SqZLy5CK,HZYZ3n8BWJ6geX1arnARaieC9ADrorowmD1rhCuMU9eM,1e-9,0.00
